id	frequency	en	pos	es	nl
4727	1286	villa	n	villa	villa
4728	1286	rod	n	barra	hengel
4729	1286	frontier	n	frontera	grens
4730	1286	enforcement	n	aplicación	handhaving
4731	1285	protective	a	protector	beschermend
4732	1285	philosophical	a	filosófico	filosofisch
4733	1285	lordship	n	señorío	heerschappij
4734	1285	disagree	v	discrepar	het oneens zijn
4735	1285	boyfriend	n	novio	vriendje
4736	1285	activist	n	activista	activist
4737	1283	viewer	n	espectador	viewer
4738	1283	slim	a	Delgado	slank
4739	1282	this	adv	esta	deze
4740	1282	textile	n	textil	textiel
4741	1282	mist	n	niebla	mist
4742	1282	harmony	n	armonía	harmonie
4743	1282	deed	n	escritura	daad
4744	1281	merge	v	unir	samensmelten
4745	1281	invention	n	invención	uitvinding
4746	1281	commissioner	n	notario	commissaris
4747	1281	caravan	n	caravana	caravan
4748	1281	bolt	n	tornillo	bout
4749	1280	ending	n	finalizando	einde
4750	1277	publishing	n	publicación	publishing
4751	1277	gut	n	intestino	darm
4752	1276	stamp	v	sello	postzegel
4753	1276	map	v	mapa	kaart
4754	1276	loud	adv	ruidoso	luid
4755	1275	stroke	v	carrera	beroerte
4756	1275	shock	v	choque	schok
4757	1275	rug	n	alfombra	tapijt
4758	1275	picture	v	imagen	afbeelding
4759	1273	slip	n	resbalón	uitglijden
4760	1273	praise	n	alabanza	lof
4761	1273	fine	n	multa	fijn
4762	1272	monument	n	Monumento	monument
4763	1272	material	a	material	materiaal
4764	1272	garment	n	prenda	kledingstuk
4765	1271	toward	prep	hacia	in de richting van
4766	1271	realm	n	reino	rijk
4767	1271	melt	v	derretir	smelten
4768	1270	reproduction	n	reproducción	reproduktie
4769	1270	reactor	n	reactor	reactor
4770	1270	furious	a	furioso	woedend
4771	1270	distinguished	a	distinguido	voornaam
4772	1270	characterize	v	caracterizar	karakteriseren
4773	1270	alike	adv	igual	gelijk
4774	1269	pump	n	bomba	pomp
4775	1269	probe	n	sonda	sonde
4776	1269	feedback	n	realimentación	terugkoppeling
4777	1269	aspiration	n	aspiración	aspiratie
4778	1268	suspect	n	sospechar	verdachte
4779	1268	solar	a	solar	zonne-
4780	1268	fare	n	tarifa	tarief
4781	1268	carve	v	esculpir	kerven
4782	1267	qualified	a	calificado	gekwalificeerd
4783	1267	membrane	n	membrana	membraan
4784	1266	dependence	n	dependencia	afhankelijkheid
4785	1266	convict	v	condenar	veroordelen
4786	1265	bacteria	n	bacterias	bacterie
4787	1264	trading	n	comercio	handel
4788	1264	ambassador	n	embajador	ambassadeur
4789	1263	wound	v	herida	wond
4790	1263	drug	v	droga	drug
4791	1263	conjunction	n	conjunción	conjunctie
4792	1262	cabin	n	cabina	cabine
4793	1261	trail	v	sendero	spoor
4794	1261	shaft	n	eje	schacht
4795	1260	treasure	n	tesoro	schat
4796	1260	inappropriate	a	inapropiado	ongepast
4797	1260	half	adv	mitad	voor de helft
4798	1260	attribute	n	atributo	attribuut
4799	1259	liquid	a	líquido	vloeistof
4800	1259	embassy	n	embajada	ambassade
4801	1258	terribly	adv	terriblemente	vreselijk
4802	1258	exemption	n	exención	vrijstelling
4803	1258	array	n	formación	rangschikking
4804	1257	tablet	n	tableta	tablet
4805	1257	sack	v	saco	zak
4806	1257	erosion	n	erosión	erosie
4807	1257	bull	n	toro	bul
4808	1255	warehouse	n	almacén	magazijn
4809	1255	unfortunate	a	desgraciado	ongelukkige
4810	1255	promoter	n	promotor	promotor
4811	1255	compel	v	obligar	dwingen
4812	1254	motivate	v	motivar	motiveren
4813	1252	burning	a	ardiente	brandend
4814	1250	vitamin	n	vitamina	vitamine
4815	1250	sail	n	vela	zeil-
4816	1250	lemon	n	limón	citroen
4817	1250	foreigner	n	extranjero	buitenlander
4818	1249	powder	n	polvo	poeder
4819	1249	persistent	a	persistente	aanhoudend
4820	1249	bat	n	murciélago	knuppel
4821	1249	ancestor	n	antepasado	Voorvader
4822	1248	predominantly	adv	predominantemente	hoofdzakelijk
4823	1248	mathematical	a	matemático	wiskundig
4824	1248	compliance	n	conformidad	nakoming
4825	1248	arch	n	arco	boog
4826	1247	woodland	n	bosque	bos-
4827	1247	serum	n	suero	serum
4828	1247	overnight	adv	durante la noche	gedurende de nacht
4829	1246	doubtful	a	dudoso	twijfelachtig
4830	1246	doing	n	obra	aan het doen
4831	1246	coach	v	entrenador	trainer
4832	1246	binding	a	Unión	verbindend
4833	1245	surrounding	a	rodeando	nabijgelegen
4834	1245	peer	n	mirar	turen
4835	1245	ozone	n	ozono	ozon
4836	1245	mid	a	medio	midden
4837	1245	invisible	a	invisible	onzichtbaar
4838	1245	depart	v	salir	vertrekken
4839	1245	brigade	n	brigada	brigade
4840	1244	manipulate	v	manipular	manipuleren
4841	1244	consume	v	consumir	consumeren
4842	1243	temptation	n	tentación	verleiding
4843	1243	intact	a	intacto	intact
4844	1243	glove	n	guante	handschoen
4845	1243	aggression	n	agresión	agressie
4846	1242	emergence	n	aparición	verschijning
4847	1241	stag	v	ciervo	hert
4848	1241	coffin	n	ataúd	kist
4849	1241	beautifully	adv	hermosamente	mooi
4850	1240	clutch	v	embrague	koppeling
4851	1239	wit	n	ingenio	verstand
4852	1239	underline	v	subrayar	onderstrepen
4853	1239	trainee	n	aprendiz	stagiair
4854	1239	scrutiny	n	escrutinio	nauwkeurig onderzoek
4855	1239	neatly	adv	pulcramente	netjes
4856	1239	follower	n	seguidor	volgeling
4857	1238	sterling	a	libra esterlina	sterling
4858	1237	tariff	n	arancel	tarief
4859	1237	bee	n	abeja	bij
4860	1236	relaxation	n	relajación	ontspanning
4861	1236	negligence	n	negligencia	nalatigheid
4862	1235	sunlight	n	luz de sol	zonlicht
4863	1235	penetrate	v	penetrar	doordringen
4864	1235	knot	n	nudo	knoop
4865	1234	temper	n	templar	temperen
4866	1234	skull	n	cráneo	schedel
4867	1234	openly	adv	abiertamente	openlijk
4868	1234	grind	v	moler	malen
4869	1233	whale	n	ballena	walvis
4870	1233	throne	n	trono	troon
4871	1233	supervise	v	supervisar	toezicht houden
4872	1233	sickness	n	enfermedad	ziekte
4873	1233	package	v	paquete	pakket
4874	1233	intake	n	consumo	intake
4875	1232	within	adv	dentro	binnen
4876	1232	inland	a	interior	binnenlands
4877	1232	beast	n	bestia	beest
4878	1231	rear	n	posterior	achterkant
4879	1231	morality	n	moralidad	moraliteit
4880	1231	competent	a	competente	competent
4881	1230	sink	n	lavabo	wastafel
4882	1229	uniform	a	uniforme	uniform
4883	1229	reminder	n	recordatorio	herinnering
4884	1229	permanently	adv	permanentemente	blijvend
4885	1229	optimistic	a	optimista	optimistisch
4886	1229	bargain	n	negociar	koopje
4887	1228	seemingly	adv	aparentemente	schijnbaar
4888	1228	respective	a	respectivo	respectief
4889	1228	horizontal	a	horizontal	horizontaal
4890	1228	decisive	a	decisivo	beslissend
4891	1228	bless	v	bendecir	zegenen
4892	1228	bile	n	bilis	gal
4893	1227	spatial	a	espacial	ruimtelijke
4894	1227	bullet	n	bala	kogel
4895	1226	respectable	a	respetable	achtenswaardig
4896	1226	overseas	adv	de ultramar	overzee
4897	1226	convincing	a	Convincente	overtuigend
4898	1225	unacceptable	a	inaceptable	niet aanvaardbaar
4899	1225	confrontation	n	confrontación	confrontatie
4900	1224	swiftly	adv	rápidamente	snel
4901	1224	paid	a	pagado	betaald
4902	1224	joke	v	broma	grap
4903	1224	instant	a	instante	ogenblik
4904	1224	illusion	n	espejismo	illusie
4905	1224	cheer	v	animar	juichen
4906	1223	congregation	n	congregación	gemeente
4907	1222	worldwide	adv	en todo el mundo	wereldwijd
4908	1222	winning	a	victorioso	winnend
4909	1222	wake	n	despertar	wekken
4910	1222	toss	v	sacudida	toss
4911	1222	medium	a	medio	medium
4912	1222	jewellery	n	joyería	sieraden
4913	1222	fond	a	aficionado	fond
4914	1222	alarm	v	alarma	alarm
4915	1221	guerrilla	n	guerrilla	guerrilla
4916	1221	dive	v	bucear	duiken
4917	1221	desire	v	deseo	verlangen
4918	1221	cooperation	n	cooperación	samenwerking
4919	1220	thread	n	hilo	draad
4920	1220	prescribe	v	prescribir	voorschrijven
4921	1220	calcium	n	calcio	calcium
4922	1219	redundant	a	redundante	overtollig
4923	1219	marker	n	marcador	markeerstift
4924	1219	chemist	n	químico	scheikundige
4925	1218	mammal	n	mamífero	zoogdier
4926	1218	legacy	n	legado	nalatenschap
4927	1218	debtor	n	deudor	schuldenaar
4928	1217	testament	n	testamento	testament
4929	1216	tragic	a	trágico	tragisch
4930	1216	silver	a	plata	zilver
4931	1216	grin	n	mueca	grijns
4932	1215	spectacle	n	espectáculo	schouwspel
4933	1215	inheritance	n	herencia	erfenis
4934	1215	heal	v	sanar	genezen
4935	1214	sovereignty	n	soberanía	soevereiniteit
4936	1214	enzyme	n	enzima	enzym
4937	1213	host	v	anfitrión	gastheer
4938	1212	neighbouring	a	vecino	naburig
4939	1212	corn	n	maiz	maïs
4940	1211	layout	n	diseño	lay-out
4941	1211	dictate	v	dictar	dicteren
4942	1210	rip	v	DEP	Rust in vrede
4943	1210	regain	v	recuperar	herwinnen
4944	1210	probable	a	probable	waarschijnlijk
4945	1210	inclusion	n	inclusión	inclusie
4946	1210	booklet	n	folleto	boekje
4947	1210	bar	v	bar	bar
4948	1209	privately	adv	en privado	privé
4949	1209	laser	n	láser	laser
4950	1209	fame	n	fama	roem
4951	1209	bronze	n	bronce	bronzen
4952	1207	mobile	a	móvil	mobiel
4953	1207	metaphor	n	metáfora	metafoor
4954	1207	complication	n	complicación	complicatie
4955	1206	narrow	v	estrecho	smal
4956	1204	old-fashioned	a	pasado de moda	oubollig
4957	1204	chop	v	picar	karbonade
4958	1203	synthesis	n	síntesis	synthese
4959	1202	diameter	n	diámetro	diameter
4960	1202	bomb	v	bomba	bom
4961	1201	silently	adv	silenciosamente	zwijgend
4962	1201	shed	n	cobertizo	schuur
4963	1201	fusion	n	fusión	fusie
4964	1200	trigger	v	desencadenar	in gang zetten
4965	1200	printing	n	impresión	het drukken
4966	1200	onion	n	cebolla	ui
4967	1200	dislike	v	disgusto	afkeer
4968	1199	embody	v	encarnar	belichamen
4969	1199	curl	v	rizo	Krul
4970	1197	sunshine	n	sol	zonneschijn
4971	1197	sponsorship	n	patrocinio	sponsoring
4972	1197	rage	n	rabia	woede
4973	1197	loop	n	lazo	lus
4974	1197	halt	n	detener	halte
4975	1197	cop	v	policía	politieagent
4976	1197	bang	v	explosión	knal
4977	1196	toxic	a	tóxico	giftig
4978	1196	thinking	a	pensando	het denken
4979	1196	orientation	n	orientación	oriëntering
4980	1196	likelihood	n	probabilidad	waarschijnlijkheid
4981	1195	wee	a	pequeñito	klein
4982	1195	up-to-date	a	A hoy	actueel
4983	1195	polite	a	Cortés	beleefd
4984	1195	apology	n	disculpa	verontschuldiging
4985	1194	exile	n	exilio	verbanning
4986	1194	brow	n	frente	voorhoofd
4987	1193	miserable	a	miserable	ellendig
4988	1192	outbreak	n	brote	het uitbreken
4989	1192	comparatively	adv	relativamente	vergelijkenderwijs
4990	1191	pump	v	bomba	pomp
4991	1191	fuck	v	Mierda	neuken
4992	1191	forecast	v	pronóstico	prognose
4993	1190	timing	n	sincronización	timing
4994	1190	headmaster	n	director de escuela	schoolhoofd
4995	1189	terrify	v	aterrorizar	verschrikken
4996	1189	sigh	n	suspiro	zucht
4997	1189	premier	a	primer ministro	premier
4998	1189	joint	n	articulación	gewricht
4999	1189	incredible	a	increíble	ongelooflijk
5000	1189	gravity	n	gravedad	zwaartekracht
5001	1188	regulatory	a	regulador	regelgevende
5002	1188	cylinder	n	cilindro	cilinder
5003	1187	curiosity	n	curiosidad	nieuwsgierigheid
5004	1185	resident	a	residente	inwoner
5005	1185	narrative	n	narrativa	verhaal
5006	1185	cognitive	a	cognitivo	cognitieve
5007	1184	lengthy	a	largo	langdurig
5008	1184	gothic	a	gótico	gotisch
5009	1184	dip	v	inmersión	onderdompeling
5010	1184	adverse	a	adverso	nadelige
5011	1184	accountability	n	responsabilidad	verantwoording
5012	1183	hydrogen	n	hidrógeno	waterstof
5013	1183	gravel	n	grava	grind
5014	1182	willingness	n	complacencia	bereidwilligheid
5015	1182	inhibit	v	inhibir	verhinderen
5016	1182	attain	v	alcanzar	bereiken
5017	1181	specialise	v	especializarse	Did you mean: 'specialized'
5018	1180	steer	v	dirigir	sturen
5019	1180	selected	a	seleccionado	gekozen
5020	1180	like	n	me gusta	graag willen
5021	1180	confer	v	conferir	verlenen
5022	1179	usage	n	uso	gebruik
5023	1179	portray	v	retratar	portretteren
5024	1179	planner	n	planificador	ontwerper
5025	1179	manual	a	manual	met de hand
5026	1179	boast	v	alarde	opscheppen
5027	1178	unconscious	a	inconsciente	bewusteloos
5028	1178	jail	n	cárcel	gevangenis
5029	1178	fertility	n	Fertilidad	vruchtbaarheid
5030	1178	documentation	n	documentación	documentatie
5031	1177	wolf	n	lobo	wolf
5032	1177	patent	n	patentar	octrooi
5033	1177	exit	n	salida	Uitgang
5034	1177	corps	n	cuerpo	corps
5035	1176	proclaim	v	proclamar	verkondigen
5036	1176	multiply	v	multiplicar	vermenigvuldigen
5037	1176	brochure	n	folleto	brochure
5038	1175	screen	v	pantalla	scherm
5039	1175	orthodox	a	ortodoxo	orthodox
5040	1175	locomotive	n	locomotora	locomotief
5041	1175	considering	prep	considerando	aangezien
5042	1172	unaware	a	inconsciente	onbewust
5043	1172	syndrome	n	síndrome	syndroom
5044	1171	reform	v	reforma	hervorming
5045	1171	confirmation	n	confirmación	bevestiging
5046	1170	printed	a	impreso	gedrukt
5047	1170	curve	v	curva	kromme
5048	1170	costly	a	costoso	duur
5049	1169	underground	a	subterráneo	ondergronds
5050	1169	territorial	a	territorial	territoriaal
5051	1169	designate	v	designado	aanwijzen
5052	1169	comfort	v	comodidad	comfort
5053	1168	plot	v	trama	plot
5054	1167	misleading	a	engañoso	misleidend
5055	1166	weave	v	tejido	weven
5056	1166	scratch	v	rasguño	krassen
5057	1166	echo	n	eco	echo
5058	1165	ideally	adv	idealmente	ideaal
5059	1165	endure	v	soportar	verduren
5060	1164	verbal	a	verbal	verbaal
5061	1164	stride	v	paso	schrijden
5062	1163	nursing	n	enfermería	verpleging
5063	1163	exert	v	ejercer	aanwenden
5064	1163	compatible	a	compatible	verenigbaar
5065	1163	causal	a	causal	oorzakelijk
5066	1161	mosaic	n	mosaico	mozaïek-
5067	1161	manor	n	señorío	landhuis
5068	1161	implicit	a	implícito	stilzwijgend
5069	1161	following	prep	siguiendo	als vervolg op
5070	1161	fashionable	a	de moda	in de mode
5071	1160	valve	n	válvula	klep
5072	1160	proceed	n	proceder	doorgaan
5073	1159	sofa	n	sofá	bank
5074	1159	snatch	v	arrebatar	rukken
5075	1159	jazz	n	jazz	jazz-
5076	1158	patron	n	patrón	patroon
5077	1157	provider	n	proveedor	leverancier
5078	1155	interim	a	provisional	tussentijd
5079	1155	intent	n	intención	voornemen
5080	1155	chosen	a	elegido	uitgekozen
5081	1155	applied	a	aplicado	toegepast
5082	1154	shiver	v	temblar	rilling
5083	1154	pie	n	tarta	taart
5084	1154	fury	n	furia	woede
5085	1154	abolition	n	abolición	afschaffing
5086	1153	soccer	n	fútbol	voetbal
5087	1153	corpse	n	cadáver	lijk
5088	1153	accusation	n	acusación	beschuldiging
5089	1152	kind	a	tipo	soort
5090	1152	dead	adv	muerto	dood
5091	1151	nursing	a	enfermería	verpleging
5092	1151	contempt	n	desprecio	minachting
5093	1150	prevail	v	prevalecer	zegevieren
5094	1150	murderer	n	asesino	moordenaar
5095	1149	liberal	n	liberal	liberaal
5096	1149	gathering	n	reunión	bijeenkomst
5097	1149	adequately	adv	adecuadamente	adequaat
5098	1148	subjective	a	subjetivo	subjectief
5099	1148	disagreement	n	desacuerdo	meningsverschil
5100	1148	cleaner	n	limpiador	schoonmaakster
5101	1148	boil	v	hervir	koken
5102	1147	static	a	estático	statisch
5103	1147	scent	n	olor	geur
5104	1147	civilian	n	civil	civiel
5105	1146	monk	n	monje	monnik
5106	1146	abruptly	adv	abruptamente	abrupt
5107	1145	keyboard	n	teclado	toetsenbord
5108	1145	hammer	n	martillo	hamer
5109	1145	despair	n	desesperación	wanhoop
5110	1145	controller	n	controlador	controleur
5111	1144	yell	v	grito	Gil
5112	1144	entail	v	implicar	met zich meebrengen
5113	1144	cheerful	a	alegre	vrolijk
5114	1143	reconstruction	n	reconstrucción	wederopbouw
5115	1143	patience	n	paciencia	geduld
5116	1143	legally	adv	legalmente	wettelijk
5117	1143	habitat	n	habitat	leefgebied
5118	1142	queue	n	cola	wachtrij
5119	1141	spectator	n	espectador	toeschouwer
5120	1141	given	a	dado	gegeven
5121	1140	purple	a	púrpura	Purper
5122	1139	outlook	n	panorama	vooruitzicht
5123	1139	genius	n	genio	genie
5124	1139	dual	a	doble	tweevoudig
5125	1139	canvas	n	lona	canvas
5126	1138	grave	a	tumba	graf
5127	1137	pepper	n	Pimiento	peper
5128	1137	conform	v	ajustarse	in overeenstemming zijn
5129	1137	cautious	a	cauteloso	voorzichtig
5130	1136	dot	n	punto	punt
5131	1136	conspiracy	n	conspiración	samenzwering
5132	1136	butterfly	n	mariposa	vlinder
5133	1135	sponsor	n	patrocinador	sponsor
5134	1135	sincerely	adv	sinceramente	oprecht
5135	1135	rating	n	clasificación	beoordeling
5136	1134	weird	a	extraño	vreemd
5137	1134	teenage	a	joven	tiener-
5138	1134	salmon	n	salmón	Zalm
5139	1134	recorder	n	grabadora	opnemer
5140	1134	postpone	v	posponer	uitstellen
5141	1134	maid	n	criada	hulp in de huishouding
5142	1134	furnish	v	proporcionar	leveren
5143	1134	ethical	a	ético	ethisch
5144	1134	bicycle	n	bicicleta	fiets
5145	1133	sick	n	enfermos	ziek
5146	1133	sack	n	saco	zak
5147	1133	renaissance	n	Renacimiento	Renaissance
5148	1133	luxury	n	lujo	luxe
5149	1133	gasp	v	jadear	snik
5150	1132	wardrobe	n	guardarropa	garderobe
5151	1132	native	n	nativo	inheems
5152	1132	fringe	n	franja	rand
5153	1132	adaptation	n	adaptación	aanpassing
5154	1131	quotation	n	cotización	citaat
5155	1131	hunger	n	hambre	honger
5156	1131	enclose	v	encerrar	insluiten
5157	1130	disastrous	a	desastroso	noodlottig
5158	1130	choir	n	coro	koor
5159	1128	overwhelming	a	abrumador	overweldigend
5160	1128	glimpse	n	vislumbrar	glimp
5161	1128	divorce	v	divorcio	scheiden
5162	1128	circular	a	circular	circulaire
5163	1127	locality	n	localidad	plaats
5164	1127	ferry	n	transportar	veerboot
5165	1127	balcony	n	balcón	balkon
5166	1126	sailor	n	marinero	matroos
5167	1126	precision	n	precisión	precisie
5168	1126	desert	v	Desierto	woestijn
5169	1126	dancing	n	bailando	dansen
5170	1125	alert	v	alerta	alarm
5171	1124	surrender	v	Rendición	overgave
5172	1124	archive	n	archivo	archief
5173	1123	jump	n	saltar	springen
5174	1122	philosopher	n	filósofo	filosoof
5175	1121	revival	n	renacimiento	herleving
5176	1121	presume	v	presumir	veronderstellen
5177	1120	node	n	nodo	knooppunt
5178	1120	fantastic	a	fantástico	fantastisch
5179	1119	herb	n	hierba	kruid
5180	1119	assertion	n	afirmación	bewering
5181	1117	thorough	a	completo	grondig
5182	1117	quit	v	dejar	ophouden
5183	1117	grim	a	severo	grimmig
5184	1116	fair	n	justa	eerlijk
5185	1116	broadcast	v	emisión	uitzending
5186	1116	annoy	v	molestar	ergeren
5187	1114	divert	v	desviar	afleiden
5188	1114	accelerate	v	acelerar	versnellen
5189	1113	polymer	n	polímero	polymeer
5190	1112	sweat	n	sudor	zweet
5191	1112	survivor	n	sobreviviente	overlevende
5192	1112	subscription	n	suscripción	abonnement
5193	1112	repayment	n	reembolso	terugbetaling
5194	1112	anonymous	a	anónimo	anoniem
5195	1111	summarise	v	resumir	samenvatten
5196	1111	punch	n	puñetazo	stempel
5197	1111	lodge	v	presentar	loge
5198	1111	landowner	n	terrateniente	grondbezitter
5199	1111	ignorance	n	ignorancia	onwetendheid
5200	1111	discourage	v	desalentar	ontmoedigen
5201	1111	bride	n	novia	bruid
5202	1110	likewise	adv	igualmente	hetzelfde
5203	1110	depressed	a	Deprimido	terneergeslagen
5204	1110	abbey	n	abadía	abdij
5205	1109	quarry	n	cantera	steengroeve
5206	1109	archbishop	n	arzobispo	aartsbisschop
5207	1108	sock	n	calcetín	sok
5208	1108	large-scale	a	A gran escala	grootschalig
5209	1108	glare	v	deslumbramiento	schittering
5210	1108	descent	n	descendencia	afdaling
5211	1107	stumble	v	tropezón	struikelen
5212	1107	mistress	n	amante	minnares
5213	1107	empty	v	vacío	leeg
5214	1106	prosperity	n	prosperidad	welvaart
5215	1106	harm	v	daño	kwaad
5216	1106	formulation	n	formulación	formulering
5217	1106	atomic	a	atómico	atomair
5218	1106	agreed	a	convenido	Akkoord
5219	1105	wicked	a	malvado	slecht
5220	1105	threshold	n	límite	drempel
5221	1105	lobby	n	vestíbulo	lobby
5222	1104	repay	v	pagar	terugbetalen
5223	1103	varying	a	variar	wisselende
5224	1103	track	v	pista	spoor
5225	1103	crawl	v	gatear	kruipen
5226	1102	tolerate	v	tolerar	tolereren
5227	1102	salvation	n	salvación	redding
5228	1102	pudding	n	pudín	pudding
5229	1102	counter	v	mostrador	teller
5230	1100	propaganda	n	propaganda	propaganda
5231	1100	cage	n	jaula	kooi
5232	1100	broker	n	corredor	makelaar
5233	1100	ashamed	a	avergonzado	beschaamd
5234	1099	scan	v	escanear	scannen
5235	1099	document	v	documento	document
5236	1099	apparatus	n	aparato	inrichting
5237	1098	theology	n	teología	theologie
5238	1098	analogy	n	analogía	analogie
5239	1097	efficiently	adv	eficientemente	efficiënt
5240	1097	bitterly	adv	amargamente	bitter
5241	1096	performer	n	ejecutante	performer
5242	1096	individually	adv	individualmente	individueel
5243	1096	amid	prep	en medio de	midden
5244	1095	squadron	n	escuadrón	smaldeel
5245	1095	sentiment	n	sentimiento	sentiment
5246	1095	making	n	fabricación	making
5247	1095	exotic	a	exótico	exotisch
5248	1095	dominance	n	dominio	overheersing
5249	1095	coherent	a	coherente	samenhangend
5250	1094	placement	n	colocación	plaatsing
5251	1094	flick	v	película	tik
5252	1094	colourful	a	vistoso	kleurrijk
5253	1093	mercy	n	misericordia	genade
5254	1093	angrily	adv	furiosamente	boos
5255	1093	amuse	v	entretener	amuseren
5256	1092	mainstream	n	corriente principal	hoofdstroom
5257	1092	appraisal	n	evaluación	taxatie
5258	1092	annually	adv	anualmente	jaarlijks
5259	1091	torch	n	antorcha	toorts
5260	1091	intimate	a	íntimo	intiem
5261	1091	gold	a	oro	goud
5262	1091	arbitrary	a	arbitrario	arbitrair
5263	1090	venture	v	riesgo	onderneming
5264	1090	preservation	n	preservación	behoud
5265	1089	shy	a	tímido	verlegen
5266	1089	disclosure	n	revelación	openbaring
5267	1088	lace	n	cordón	kant
5268	1087	inability	n	incapacidad	onvermogen
5269	1086	motif	n	motivo	motief
5270	1086	listener	n	oyente	luisteraar
5271	1086	hunt	n	cazar	jacht
5272	1086	delicious	a	delicioso	heerlijk
5273	1085	term	v	término	termijn
5274	1085	substitute	n	sustituir	plaatsvervanger
5275	1084	highway	n	autopista	snelweg
5276	1084	haul	v	recorrido	trek
5277	1084	dragon	n	dragón	draak
5278	1084	chair	v	silla	stoel
5279	1084	accumulate	v	acumular	accumuleren
5280	1083	unchanged	a	sin alterar	onveranderd
5281	1083	sediment	n	sedimento	bezinksel
5282	1083	sample	v	muestra	monster
5283	1083	exclaim	v	exclamar	uitroepen
5284	1082	fan	v	ventilador	ventilator
5285	1080	volunteer	v	voluntario	vrijwilliger
5286	1080	root	v	raíz	wortel
5287	1080	parcel	n	paquete	pakket
5288	1079	psychiatric	a	psiquiátrico	psychiatrisch
5289	1079	delightful	a	encantador	verrukkelijk
5290	1079	confidential	a	confidencial	vertrouwelijk
5291	1079	calorie	n	caloría	calorie
5292	1078	flash	n	destello	flash
5293	1078	crowd	v	multitud	menigte
5294	1078	aggregate	a	agregar	aggregaat
5295	1077	scholarship	n	beca	beurs
5296	1077	monitor	n	monitor	monitor
5297	1077	disciplinary	a	disciplinario	disciplinair
5298	1076	rock	v	rock	rots
5299	1076	hatred	n	odio	haat
5300	1075	pill	n	píldora	pil
5301	1075	noisy	a	ruidoso	luidruchtig
5302	1075	feather	n	pluma	veer
5303	1074	lexical	a	léxico	lexicale
5304	1073	staircase	n	escalera	trappenhuis
5305	1073	autonomous	a	autónomo	autonoom
5306	1072	viewpoint	n	punto de vista	gezichtspunt
5307	1072	projection	n	proyección	projectie
5308	1072	offensive	a	ofensiva	aanvallend
5309	1072	controlled	a	revisado	gecontroleerde
5310	1071	flush	v	enjuagar	doorspoelen
5311	1069	racism	n	racismo	racisme
5312	1069	flourish	v	florecer	floreren
5313	1068	resentment	n	resentimiento	wrok
5314	1068	pillow	n	almohada	hoofdkussen
5315	1068	courtesy	n	cortesía	hoffelijkheid
5316	1067	photography	n	fotografía	fotografie
5317	1067	monkey	n	mono	aap
5318	1067	glorious	a	glorioso	glorieus
5319	1067	evolutionary	a	evolutivo	evolutionaire
5320	1066	gradual	a	gradual	geleidelijk
5321	1066	bankruptcy	n	bancarrota	faillissement
5322	1065	sacrifice	n	sacrificio	offer
5323	1064	uphold	v	defender	hooghouden
5324	1064	sketch	n	bosquejo	schetsen
5325	1064	presidency	n	presidencia	presidentschap
5326	1064	formidable	a	formidable	formidabel
5327	1064	differentiate	v	diferenciar	differentiëren
5328	1064	continuing	a	continuo	voortgezette
5329	1064	cart	n	carro	kar
5330	1062	stadium	n	estadio	stadion
5331	1062	dense	a	denso	dicht
5332	1062	catch	n	captura	vangst
5333	1062	beyond	adv	más allá	voorbij
5334	1061	immigration	n	inmigración	immigratie
5335	1061	clarity	n	claridad	helderheid
5336	1060	worm	n	gusano	worm
5337	1060	slot	n	espacio	sleuf
5338	1060	rifle	n	rifle	geweer-
5339	1059	screw	v	tornillo	schroef
5340	1059	harvest	n	cosecha	oogst
5341	1059	foster	v	fomentar	bevorderen
5342	1059	academic	n	académico	academische
5343	1058	impulse	n	impulso	impuls
5344	1058	guardian	n	guardián	voogd
5345	1058	ambiguity	n	ambigüedad	dubbelzinnigheid
5346	1057	triangle	n	triángulo	driehoek
5347	1057	terminate	v	Terminar	beëindigen
5348	1057	retreat	v	retirada	terugtrekken
5349	1057	pony	n	poni	pony
5350	1057	outdoor	a	al aire libre	buitenshuis
5351	1057	deficiency	n	deficiencia	tekort
5352	1057	decree	n	decreto	besluit
5353	1057	apologise	v	pedir disculpas	verontschuldigen
5354	1056	yarn	n	hilo	garen
5355	1055	staff	v	personal	personeel
5356	1055	renewal	n	renovación	vernieuwing
5357	1055	rebellion	n	rebelión	opstand
5358	1055	incidentally	adv	de paso	bijkomstig
5359	1055	flour	n	harina	meel
5360	1055	developed	a	desarrollado	ontwikkelde
5361	1055	chorus	n	coro	koor
5362	1055	ballot	n	votación	stemming
5363	1055	appetite	n	apetito	eetlust
5364	1054	stain	v	manchar	vlek
5365	1054	notebook	n	cuaderno	notitieboekje
5366	1054	loudly	adv	ruidosamente	luid
5367	1054	homeless	a	sin hogar	dakloos
5368	1054	census	n	censo	volkstelling
5369	1054	bizarre	a	extraño	bizar
5370	1053	striking	a	sorprendentes	opvallend
5371	1053	greenhouse	n	invernadero	broeikas
5372	1052	part	v	parte	een deel
5373	1052	burial	n	entierro	begrafenis
5374	1051	embarrassed	a	desconcertado	in verlegenheid gebracht
5375	1051	ash	n	ceniza	as
5376	1051	actress	n	Actriz	actrice
5377	1050	cassette	n	casete	cassette
5378	1049	privacy	n	intimidad	privacy
5379	1049	fridge	n	refrigerador	koelkast
5380	1048	feed	n	alimentar	eten geven
5381	1048	excess	a	exceso	overmaat
5382	1047	calf	n	becerro	kalf
